country,year,cereal_yield,fdi_perc_gdp,gni_per_cap,en_per_gdp,en_per_cap,co2_ttl,co2_per_cap,co2_per_gdp,pop_urb_aggl_perc,prot_area_perc,gdp,pop_growth_perc,pop,urb_pop_growth_perc
DOM,1998,3581.3,3.30542817656485,2370.0,164.43820157901,870.789027325975,18683.365,2.24433431675452,423.81597287975,21.0271025432809,22.1327798134413,21171235997.8508,1.62349996138708,8324680.0,3.15431188465265
DOM,1999,3995.6,6.16240942348884,2470.0,157.990697278317,878.739404911042,18870.382,2.23102578762956,401.121558750609,21.0616275588887,22.1327798134413,21709041189.3244,1.59075320997179,8458164.0,3.09848416409195
DOM,2000,4138.7,3.97096984331006,2620.0,157.015095993281,908.343572548638,20117.162,2.3413919071151,404.729979012301,21.1011867247628,22.1327798134413,23996656675.8335,1.56955681879988,8591967.0,3.05489248929858
DZA,1991,1114.5,0.0254590237921263,2030.0,151.220718752405,905.415887663051,81458.738,3.14141838818753,524.673305424178,7.15233300013575,6.30637456893,45715368143.9784,2.46501327286438,25930560.0,3.95103795127534
DZA,1992,943.2,0.0624957070020992,1930.0,152.652300393203,908.458286098609,82261.811,3.0974435959316,520.477271760863,7.13664889058346,6.30637542074,48003297248.8691,2.39076573872667,26557969.0,3.85503068413142
DZA,1996,1337.9,0.575184050859387,1540.0,141.044220123536,811.824181557867,96566.778,3.3545442181857,582.809780580789,7.18061073361435,6.30906026862,46941496308.2845,1.73542366520084,28786855.0,3.0834398208701
DZA,1997,779.8,0.539666954479717,1530.0,143.671454463653,823.003840553937,88195.017,3.01594457898985,526.492250575159,7.22334916178164,6.30906056977,48177861890.8881,1.57185311699076,29242917.0,2.90193922908571
DZA,1998,846.2,1.25882536695318,1570.0,141.381490647019,838.833446216706,107080.067,3.60858567187489,608.210394707298,7.2745172879386,6.30906085801,48187780126.1819,1.46235389100036,29673694.0,2.77498068242162
DZA,1999,1069.9,0.599704606747247,1560.0,146.395344713353,883.709563869376,92118.707,3.06052282118249,507.006274152219,7.32892543641801,6.317288358,48640613515.0702,1.42313514307429,30099010.0,2.71875503959558
DZA,2000,883.2,0.799415091596773,1600.0,145.516834377862,884.947275033686,87930.993,2.87978945449583,473.53990109414303,7.38313608706829,6.317288358,54790058957.3718,1.43428701550615,30533827.0,2.71333508194306
ECA,1992,1904.25101534183,0.31678306939648,2151.54060230499,474.114826863821,3560.09561438991,3885852.60760128,9.82977310061445,1316.9257034422199,16.2766334834978,6.83813742601415,846992522719.01,0.342137703217944,395314578.253936,0.411930222920461
ECA,1993,1875.53096662152,0.473673174335743,2072.16171626127,472.541227016964,3299.68456994562,3544417.82861649,8.94072201791942,1287.77363685961,16.2963727927153,6.98296717592914,830626608943.562,0.283501617955366,396435301.479299,0.343071332314594
ECA,1994,1683.71964817716,0.453289996414815,1865.10637690077,468.382503437888,2915.25344972822,3095729.97346661,7.79826933242345,1258.95328822236,16.3606367472339,7.15068557215931,722256963663.352,0.136526185239077,396976539.47335,0.203997563223865
ECA,1995,1591.93052784713,0.773588667247949,1896.19088993272,465.109839450078,2848.53508499645,3001413.43266578,7.55530522301741,1239.6817782946198,16.4613792704088,7.19807470484129,769118493114.113,0.0711674580073236,397259057.585378,0.134929398988362
ECA,1996,1581.90513406563,0.940114280036172,1904.46233687919,460.032770132182,2805.5441064968,2929376.06845129,7.37045131527781,1214.57009838309,16.5897532553355,7.2698362956765,774350597762.102,0.0477300275381936,397448669.442962,0.0732986731238157
ECA,1997,1973.98942702049,1.65143095701797,1977.61983481569,431.741317905107,2698.73214883122,2743439.33467356,6.89854033660223,1109.18517112264,16.7370857396181,7.33320635105011,807943487850.415,0.0592183057926263,397684031.811401,0.0785892674963549
ECA,1998,1694.9976825212,1.59063921515322,1823.95100183504,430.771550438801,2646.84198685901,2665719.9830227,6.70100750279719,1095.60029137922,16.8772272491875,7.37858979659261,754312220786.117,0.0313823120256842,397808834.255141,0.0926890315449782
ECA,1999,1808.03313875292,1.697834618262,1699.11044366567,422.932149466945,2654.88122065194,2654211.36225569,6.67171856177794,1067.39675434987,17.0152306762652,7.40698495196493,637560917684.092,0.00537961668788967,397830234.845574,0.0814432683781092
ECA,2000,1741.55914161698,1.38571835010941,1780.61256889534,398.297402449262,2692.42377192926,2696711.29308686,6.76859004897694,1005.5027197038,17.1401863260022,7.40948833142027,709910973024.595,0.147118175439715,398415515.428426,0.223280849795898
ECU,1991,1673.9,1.40988546871451,970.0,104.670150837242,592.925543036269,16486.832,1.57114739050791,277.357311189313,26.042050038986,21.9989857149,11348439539.9779,2.24457766794577,10493498.0,3.21984275758308
ECU,1992,1775.7,1.48373507606046,1040.0,103.490068965989,582.247122476325,22302.694,2.07945078548525,369.606816236346,26.1346625790038,22.0608431458,11996750826.4762,2.18478376759118,10725281.0,3.1506292296767
ECU,1993,1959.8,3.14487857054198,1140.0,98.8027889362876,545.916702561867,24187.532,2.20826532417703,399.663120245455,26.2475415819805,22.5215496574,15063220705.4774,2.10263427186164,10953182.0,3.05924032663906
ECU,1994,2062.7,3.1015652216453,1350.0,98.2913377321222,557.408337671666,13637.573,1.22051224635967,215.220644015185,26.3910341896428,23.3250286492,18581908127.48,1.99280516884306,11173647.0,2.94034691345275
ECU,1995,1926.7,2.23936970152499,1600.0,110.788716914429,627.457265163723,22812.407,2.00381175959677,353.80853184613795,26.5682586490797,23.4650644838,20205685541.4211,1.86952488042099,11384506.0,2.80817248125728
ECU,1996,1856.7,2.34831886101237,1730.0,118.233796566112,673.886320132278,23890.505,2.06235776808746,361.842022183696,26.783116199016,24.936586658,21278200686.281,1.73779155961915,11584074.0,2.59912332743064
ECU,1997,1884.2,3.06144416913229,1840.0,115.786679351254,675.610040933395,18276.328,1.55226093415112,266.02792759522197,27.0281607660265,24.9405216037,23647336355.1552,1.62629115259908,11774005.0,2.48026730741256
ECU,1998,1955.0,3.7392517836337,1820.0,115.396541332857,676.890487680761,22229.354,1.85870597861832,316.87288444865203,27.2936705334114,24.9404930181,23266151902.576,1.56389972682496,11959586.0,2.4106448367348
ECU,1999,2122.5,3.88688486960305,1490.0,117.040257218799,633.297327963644,21272.267,1.75106501479891,323.61592365769695,27.5618059252952,24.9404928128,16681996553.8681,1.56468903234948,12148188.0,2.4043245276401
ECU,2000,2234.7,-0.147032332310741,1330.0,118.879147497335,650.733255012972,20942.237,1.69641133920933,309.908756401266,27.8219246736114,25.0948480591,15941641913.4676,1.6072963035639,12345023.0,2.43994058121928
EGY,1991,5612.9,0.684328377455141,720.0,174.093787248583,558.775405727039,78715.822,1.35828440264737,423.191273978645,21.2101845125065,1.94377265021,36970555121.6287,1.93238229197352,57952386.0,1.61002419564875
EGY,1992,5898.7,1.09663050471237,740.0,170.877857590397,562.549195507072,81264.387,1.37726043419291,418.351522353116,21.1196248305126,2.0175877187,41855483504.0259,1.79898004917145,59004372.0,1.47557944390637
EGY,1993,5995.4,1.05842526318486,740.0,177.005279836114,589.474186144939,93156.468,1.55207949800687,466.05308990587804,21.0479422979075,2.01759199095,46578631212.6125,1.70733447829299,60020423.0,1.38288459923776
EGY,1994,5861.0,2.42013255637033,820.0,160.009775850201,544.862922173668,85312.755,1.39783460767133,410.501785213882,20.9844212914844,2.01759626725,51897983715.5584,1.67147563215086,61032081.0,1.34596964839559
EGY,1995,5903.7,0.994028440877503,920.0,162.325955480586,568.795808700755,95723.368,1.54233792607963,440.160552688842,20.9200724222377,2.0176005476,60159244485.2082,1.67634053772274,62063810.0,1.34977155143437
EGY,1996,6499.0,0.940414984535942,1030.0,164.057338905943,593.437222247518,102030.608,1.61644174607114,446.869730133474,20.8538342013715,3.95772665867,67629717779.7354,1.68825169034296,63120498.0,1.5947500472523
EGY,1997,6605.4,1.13537592832735,1140.0,161.205571601806,604.802105583606,108202.169,1.68540285647939,449.23178730653103,20.7488013786007,3.95773860031,78436575743.8571,1.69512269895054,64199588.0,1.60153354846003
EGY,1998,6797.4,1.26843702585729,1220.0,166.389013215341,638.411852565766,122243.112,1.87175941717615,487.835871387395,20.6183321703783,4.28104411772,84828807269.5429,1.71361366487809,65309201.0,1.61993684303941
EGY,1999,7166.4,1.17439282657421,1330.0,172.47300940942,690.029916426131,125393.065,1.8868261942555,471.612294204937,20.4833985021563,4.28688880517,90710703939.461,1.74242385291417,66457136.0,1.64865919531781
EGY,2000,7280.0,1.23699724341238,1440.0,161.244909140221,667.767874959502,141326.18,2.08912761139325,504.458516968733,20.3432987842628,4.28688880517,99838540997.321,1.77668156476959,67648419.0,1.68282890654317
EMU,1991,4816.47882560464,1.0951312357938,18573.2620916544,150.105532564567,3553.22495204152,2718904.68792074,8.88084650973498,375.170222251768,17.5936171117926,12.1596244724101,5908377409781.09,0.474192441207293,306153775.424486,0.662128341293595
EMU,1992,4541.24293972415,1.10023032482677,20847.2253443294,146.102368064642,3488.56741313502,2655681.737,8.63564264129024,361.663597183774,17.6027422089119,12.2475596241461,6512807190642.12,0.448104399645615,307525663.961845,0.639032069229373
EMU,1993,4844.65524172376,1.15194854337067,20523.729812087,146.503556592017,3459.00039664276,2587669.888,8.37793197825169,354.84148336356304,17.6106798915127,12.3927987937007,5964161927032.09,0.436293542334028,308867378.57473,0.627968821145686
EMU,1994,4795.35747346543,1.04891137929993,21036.2699766297,142.884051572679,3446.45336859877,2581736.682,8.33087799873597,345.383927855391,17.6282814019487,12.5268658792075,6309932845843.09,0.334231529341935,309899710.737778,0.521003290987721
EMU,1995,4685.87692341876,1.22545091779315,22183.7669965713,143.794910118143,3546.57783180398,2647915.031,8.52326699788154,345.57324553340004,17.6535013764392,12.8433855354839,7288922296268.61,0.248245556728662,310669023.0,0.431489576746657
EMU,1996,5315.05549981053,1.33146945266725,23436.6392221341,145.971521683185,3649.39183316706,2703605.76,8.67826175750296,347.120597682806,17.6716410661151,13.0784691572355,7370030156311.67,0.279616870588356,311537706.0,0.438737131999758
EMU,1997,5175.48561370053,1.42301493271372,23420.3967056914,142.104596916318,3638.52499181548,2661160.235,8.51958786950327,332.73719510301805,17.6868120075061,13.4510309381558,6728740394732.61,0.263259947096103,312357860.0,0.422620983066622
EMU,1998,5453.7212502008,2.7439531013855,22355.8547506,140.611458771756,3695.80120718517,2712190.207,8.66430880993596,329.644651515759,17.7065608785577,13.9156902895745,6907264692724.85,0.215242542640027,313030187.0,0.374376481624324
EMU,1999,5321.53739695363,6.7065442142887,21954.797372367,136.75272165519,3691.85451701723,2589925.093,8.25349863760623,305.723965196213,17.7347638082435,14.172942191898,6875006599481.69,0.24504123024154,313797240.021252,0.405532997077643
EMU,2000,5492.5495346221,11.5972972219749,21735.381826713,133.612184852976,3731.91405648592,2612638.491,8.29370712552343,296.936186846525,17.7568560564272,14.2723939145499,6262006407985.1,0.387931641178568,315014558.80444,0.557037855573128
ESP,1991,2490.7,2.22927829703582,13340.0,118.679357944427,2399.61224015481,235080.369,6.03713673035166,298.583037288822,22.0228408243139,7.90938914304,560395839551.641,0.265346585642195,38939050.0,0.397533287217686
ESP,1992,1956.1,2.16716809905343,15220.0,119.709999800738,2434.89456137095,245098.613,6.27368131003193,308.441441485235,22.2207728881238,7.94651768075,612583910450.187,0.330516538025445,39067750.0,0.462334225725097
ESP,1993,2720.3,1.89900396199221,14670.0,116.054888695522,2328.94900151572,226954.297,5.79121642587026,288.584669427558,22.4240457878916,7.9829262164,509818861681.266,0.311382150239012,39189400.0,0.443086085843851
ESP,1994,2350.4,1.78896050108704,14180.0,119.666570799144,2452.05348269943,244658.573,6.22620904212882,303.855152592325,22.6390821212395,8.28075873328,515146428393.988,0.269333033932634,39294950.0,0.400984202946226
ESP,1995,1730.5,1.3549267936654,14550.0,121.854389338024,2559.73856856323,257229.049,6.53081090207429,310.894239016392,22.8642166196969,8.39111139654,596750733920.47,0.234254019918597,39387000.0,0.365819248252992
ESP,1996,3307.4,1.54607493328916,15300.0,117.221209498488,2516.10549126542,254328.452,6.44225861647519,300.134215177711,23.0926753153327,8.5189795596,622428740312.623,0.23142153502425,39478150.0,0.336500503596832
ESP,1997,2767.6,1.56071175641079,15580.0,119.967902572202,2667.63897590848,264460.373,6.68126169711791,300.466802133994,23.3150693237398,8.51902447184,572637500000.0,0.26407012486654,39582400.0,0.368957546376269
ESP,1998,3401.0,2.37705479556802,15220.0,120.562339085655,2790.86261458016,274683.969,6.91531626767637,298.734412934751,23.5197917479627,8.54638910012,600838623454.728,0.350408262257966,39721100.0,0.454920608345588
ESP,1999,2708.7,2.99789616488499,15230.0,120.674615988456,2911.00298675683,282384.669,7.07265693622617,293.19453249618897,23.6871481794559,8.55072266442,617879821010.015,0.51647612981514,39926250.0,0.62016141556483
ESP,2000,3609.7,6.68795213642988,15420.0,120.530180839841,3028.78231238451,294441.765,7.31292507798685,291.017343344174,23.778676309881,8.55072250072,580673484429.703,0.843930997777144,40263200.0,0.945294094109123
ETH,1993,1312.9,0.039938120587673,230.0,606.316636217396,286.570586774442,5163.136,0.096503226754498,204.178357899535,3.75847831783999,17.7108997207,8763557094.07188,3.3679528781866,53502211.0,5.33027999660055
ETH,1994,974.1,0.250321077679012,170.0,608.654142850789,287.300636489312,3003.273,0.0543273469424082,115.093948940204,3.78078174848113,17.7109349937,6875170145.30773,3.27072656970144,55281054.0,5.1952863412248
ETH,1995,1033.5,0.185913829396341,150.0,592.339268413535,287.570655807665,2152.529,0.0377357309712317,77.7282202656284,3.7590312308623,17.7109702227,7605674115.75156,3.13610463467432,57042197.0,5.02432340680732
ETH,1996,1214.0,0.258520591351125,150.0,542.019268353698,287.119975986815,3729.339,0.0634517816590079,119.782986719577,3.72405132045804,17.7110054076,8482883272.61888,2.99147194448018,58774378.0,4.42006766922783
ETH,1997,1263.8,3.24480512294609,150.0,536.083698051943,284.608053349789,4275.722,0.0706944289416017,133.159025026276,3.69391164496775,17.7110405749,8890826692.79282,2.86354731254047,60481739.0,4.27202130071437
ETH,1998,1140.8,3.23033688281053,130.0,572.860991422835,285.623221256943,5027.457,0.0808608610157424,162.17880606812298,3.66792184490888,17.7110757158,8069437010.95367,2.7598171502458,62174171.0,4.14872836631249
ETH,1999,1124.5,0.894076794867433,130.0,556.675335598256,284.137110689058,5075.128,0.079461764167002,155.67978476174,3.64469002285717,17.7110757158,7827068144.67499,2.68914169088735,63868806.0,4.05902612670353
ETH,2000,1116.3,1.64605958768455,130.0,539.021769338859,284.228663203396,5830.53,0.0889099874611716,168.612194889441,3.623460203367,17.7110757158,8179533779.1746,2.64076300226353,65577897.0,3.99213491893584
FIN,1991,3347.6,-0.185961337099806,24330.0,265.526246130631,5742.48643797367,54891.323,10.9476112883925,506.20548448868794,17.8441364180295,8.67357750311,125243346566.681,0.560001428133874,5014000.0,0.560001463473542
FIN,1992,2845.8,0.359914840501183,23450.0,259.24162444597,5380.98452994843,49126.799,9.7435142800476,469.416787153679,17.9796905989687,8.69868638696,110128749668.171,0.556882867819786,5042000.0,0.556882902962653
FIN,1993,3606.4,0.988889745420628,20050.0,274.133031183606,5617.71101460719,51935.721,10.2518201737071,500.26826443369,18.1304974338729,8.72291454143,87322785468.9289,0.47487225140807,5066000.0,0.474872281375543
FIN,1994,3587.2,1.48741864320691,19590.0,282.520303769478,5971.77146787188,59412.734,11.6747364904696,552.323563863957,18.2868932992729,8.77970497204,100561183836.084,0.452979574135309,5089000.0,0.452979602721214
FIN,1995,3409.0,0.798872999911152,21340.0,258.599892492459,5661.67110415035,52328.09,10.2443402505873,467.915786474426,18.4594753328113,8.78901729459,130699891067.538,0.37265903284255,5108000.0,0.372659056359716
FIN,1996,3438.0,0.872108860132209,24160.0,268.533780946144,6069.70634146341,61385.58,11.9776741463415,529.9119833007389,18.6668097560976,8.80141416007,128222883769.091,0.33225866445025,5125000.0,0.234491038718775
FIN,1997,3410.1,1.73176679031357,25790.0,262.236946881347,6276.95169202902,60083.795,11.6898295373295,488.374828712718,18.909498067545,8.80785779382,122909174206.849,0.289045257762709,5139835.0,0.19118195062636
FIN,1998,2402.7,9.2762845323991,24840.0,252.059182683603,6319.93731806714,56988.847,11.0593531923152,441.082147871176,19.1621191538909,8.82194402649,129670672007.121,0.255809140015031,5153000.0,0.157849964651268
FIN,1999,2541.1,3.57031563000654,24980.0,241.795483276239,6283.99148507415,55423.038,10.7295731336418,412.852615627956,19.4209341556854,8.83422314313,130217344981.888,0.241251285053863,5165446.68736403,0.143196054637883
FIN,2000,3498.6,7.49736119769784,25420.0,228.067081883539,6230.89688403249,52141.073,10.0732383529528,368.70680401767197,19.6902449030146,8.93763099874,121715496591.118,0.207916578415458,5176197.68073052,0.10976510320512
FRA,1991,6537.9,1.21669106403233,21020.0,165.573428355472,4047.29528720042,427667.542,7.31619737433789,299.30306435149004,22.0954981117578,10.3955808098,1245405883036.86,0.465920768759981,58454894.0,0.681612413449316
FRA,1992,6488.2,1.59067806241732,23390.0,160.342037264573,3959.99019128894,397037.091,6.76255835397878,273.819461973106,22.0927726791186,10.4120461206,1372968029739.78,0.437301724866665,58711078.0,0.652529141820897
FRA,1993,6513.2,1.60015273885473,23130.0,164.145009073719,4010.1531874634,389105.37,6.59996485834366,270.152096669483,22.0945794308887,10.4299410503,1297003937919.85,0.415742510476853,58955673.0,0.63050769369666
FRA,1994,6542.2,1.15475413849935,23890.0,154.479278351136,3843.25418160053,369457.584,6.24140488175116,250.87274389659297,22.0990306568237,10.457504011,1368007679584.12,0.404478603859598,59194619.0,0.618783534525902
FRA,1995,6457.7,1.50988448529478,25210.0,157.477974956679,3981.99959315867,393289.417,6.61730308955439,261.69753809316296,22.1038946223754,11.4499684636,1572060717571.3,0.402722971577637,59433490.0,0.61656961816124
FRA,1996,7081.0,1.39701357471191,26490.0,164.605701560598,4189.9255559465,408126.099,6.83960720608182,268.70127583966,22.1097841773519,11.9261971391,1572775612257.98,0.398801665118706,59670985.0,0.638833784632116
FRA,1997,6889.8,1.62138953981286,26260.0,156.128090278757,4044.7790262925,379486.829,6.33437272953054,244.506192043313,22.1155449382925,12.279306234,1421492133063.61,0.398320896368554,59909141.0,0.637778241066843
FRA,1998,7390.4,2.00959781222135,25140.0,155.623968609757,4150.48844791931,409094.187,6.80001648582787,254.968918818896,22.116861747301,13.2602605085,1468872470535.91,0.419128120991843,60160764.0,0.658013436982928
FRA,1999,7267.5,3.15750540404329,24770.0,150.42398752538,4130.75727445843,371309.419,6.15241888979642,224.043999886434,22.1602783599847,13.7263379498,1456430108672.49,0.317002955525858,60351778.0,0.555318969284374
FRA,2000,7239.6,3.19523142732406,24350.0,146.57970513037,4145.13500991052,365559.563,6.01623623738646,212.745334364824,22.1648424038319,13.727926371,1326334438916.53,0.677696633364738,60762169.0,0.915446051918653
GBR,1991,6467.6,1.55813319304026,17230.0,159.199977531079,3708.49356508206,593808.311,10.3406073327393,443.90651517643397,25.9155675977965,22.1977827638,1055844797178.13,0.309247932319381,57424897.0,0.37686880720532
GBR,1992,6324.5,1.51673048693221,18980.0,158.408428672463,3685.48601509441,587453.4,10.2023148396513,438.512764924847,25.9465342748643,22.4938843405,1091751491751.49,0.270432918783876,57580403.0,0.33800809874018
GBR,1993,6424.4,1.68364367705521,18830.0,156.461745739618,3712.17408304364,567523.255,9.83258632994895,414.426583426267,25.9857261991773,22.7225082178,981097780443.911,0.239743702584497,57718614.0,0.307273249326317
GBR,1994,6555.5,1.01124246894381,19270.0,151.108788867739,3729.11936068567,563775.581,9.74282074826825,394.79182644226,26.0217422241777,23.12233399,1060586164677.07,0.254586486858912,57865745.0,0.322070461976478
GBR,1995,6872.7,1.8780675219162,19620.0,146.956200371389,3727.46441986362,564523.649,9.72997392407284,383.606612037562,26.0557027582157,23.3578252154,1157118510336.12,0.264547416858702,58019030.0,0.331985881817656
GBR,1996,7320.3,2.24596346590374,20770.0,148.984435682067,3878.05774585052,580680.451,9.98299637508929,383.51958089077,26.0929290602309,23.6190225169,1219541341653.67,0.254626384215086,58166950.0,0.344473649917796
GBR,1997,6695.0,2.75970854516193,22130.0,140.173001044258,3759.675758105,554215.712,9.50350909096677,354.321881843248,26.1296496019039,23.6593811339,1359027504911.59,0.257555038047551,58316955.0,0.34732165089766
GBR,1998,6661.5,5.12735149911499,23450.0,136.669234940985,3786.86049981482,554138.705,9.47453911279404,341.939718145762,26.1581926187844,23.6911249038,1455948989731.7,0.291404370665209,58487141.0,0.381090475331556
GBR,1999,7043.5,5.94566839600758,24810.0,132.415021983866,3783.75538955708,535550.682,9.12624704626421,319.37905039964096,26.1762602137409,23.7277268135,1502556220676.27,0.333405882184416,58682466.0,0.423011622946956
GBR,2000,7164.7,8.26735580806285,25910.0,127.939877587242,3785.47684345756,543662.086,9.23142941393196,311.999781801587,26.188720692073,23.9951550065,1477580571947.34,0.357300887421605,58892514.0,0.446826408172746
GEO,1997,2203.4,6.90776751517554,790.0,321.301743817006,725.717406655486,4437.07,0.979139818165769,433.50115090552697,25.0604422279107,3.06805732602,3510540843.58306,-1.84751147321087,4531600.0,-2.29577520477717
GEO,1998,1592.7,7.34191198549603,820.0,288.275663145803,677.96648318588,4961.451,1.10566509928019,470.135836530399,25.0388652419049,3.6512350401,3613500141.70833,-0.982389344111834,4487300.0,-1.43267153080594
GEO,1999,2110.2,2.93926016147593,780.0,256.653816939221,625.770016844469,4345.395,0.975944974733296,400.27485521123504,24.9664008983717,3.6512350401,2800024342.13492,-0.778544839439849,4452500.0,-1.23086374103171
GEO,2000,1362.4,4.2878821110024,750.0,259.761327085399,649.982346151235,4536.079,1.0266570853043,410.29700040225697,24.8918814928819,3.6512350401,3057453460.84975,-0.771072946015597,4418300.0,-1.22544707117946
GHA,1991,1220.8,0.303049663822132,410.0,387.538025598478,359.82177600577,4044.701,0.26581661713919,286.291864046985,12.9579506172823,13.9953188137,6599578348.89352,2.81740972381606,15216133.0,4.82998785200255
GHA,1992,1042.1,0.350870347658974,430.0,386.3910540934,362.207487081344,4096.039,0.261629983992562,279.098276272302,13.1214235805958,13.9953273977,6412625105.00566,2.84882108708905,15655847.0,4.82169232642085
GHA,1993,1340.2,2.09531003059901,420.0,386.134730049646,368.926594153973,4664.424,0.289616803003098,303.12562937322303,13.2889803745329,13.9953359776,5965704271.66164,2.83164953064522,16105502.0,4.76635039889429
GHA,1994,1327.4,4.28267886877289,370.0,388.955853132908,373.465608729282,5071.461,0.306342822090559,319.049012632776,13.4714499160518,13.9953445533,5440519990.86173,2.75184595363392,16554855.0,4.64982547200237
GHA,1995,1354.1,1.64925995221461,370.0,391.031944594578,380.733170123189,5427.16,0.319302912925127,327.940008262025,13.6736514497555,13.9953531248,6457441706.32367,2.63516210433022,16996901.0,4.4977883171773
GHA,1996,1389.2,1.73271933007917,380.0,386.683918966982,384.059540510416,5757.19,0.330318490070318,332.575641990029,13.8981522339884,13.995361093,6925530171.95906,2.51164436550757,17429209.0,4.43810552380014
GHA,1997,1321.7,1.18825839245637,390.0,389.84075405841,393.816552554571,6395.248,0.358171854216547,354.555908898545,14.1397236107027,13.9953696687,6884024595.9385,2.41501056525384,17855250.0,4.30505955899149
GHA,1998,1333.8,2.23975886709264,390.0,390.489620212627,403.392506791025,6409.916,0.35063051139173,339.415266578675,14.3960162600603,13.9953782527,7474018853.5249,2.35708677583649,18281113.0,4.21207456713214
GHA,1999,1296.9,3.16090734603835,390.0,385.464789707776,406.069756710898,6560.263,0.350522364246955,332.73600702679204,14.6595078906046,13.9953782527,7709811561.08343,2.34930110758474,18715676.0,4.17050484088051
GHA,2000,1309.1,3.33300599944757,340.0,378.546280239535,403.830635167689,6299.906,0.328710927818699,308.129914284945,14.9262815612854,13.9953782527,4977488790.22412,2.3749804483521,19165490.0,4.16360873230421
GRC,1991,4123.9,1.12176782015112,9520.0,118.068245477558,2106.87173489279,67615.813,6.59023518518518,369.314131806359,29.9824171539961,5.75464161782,101179582763.133,0.969597662700104,10260000.0,1.13952129918388
GRC,1992,3606.7,1.02285984937066,10790.0,120.137562063256,2135.90472516876,75503.53,7.28095756991321,409.529733057861,29.7735101253616,6.24425088204,111843279478.012,1.06641818258346,10370000.0,1.23605357469909
GRC,1993,3553.1,0.933078000367094,10700.0,120.551175342033,2089.62153640359,75646.543,7.22783709153449,416.977065648376,29.6086470475826,6.32314635718,104707216290.131,0.921488512706189,10466000.0,1.09083662149133
GRC,1994,3848.0,0.874283304802022,11110.0,121.480125206473,2130.13133706055,78363.79,7.42573580972235,423.48530356821703,29.4724343788496,6.41486069681,112206191587.079,0.827827121652532,10553000.0,0.996888921684445
GRC,1995,3750.7,0.799432865616109,11850.0,120.035710071161,2132.62967839007,79185.198,7.44641696445364,419.123843614938,29.3553883769043,6.61848971407,131718377526.107,0.764623491066743,10634000.0,0.933399950691334
GRC,1996,3703.9,0.759547400162095,12810.0,121.022769583385,2185.4622280325,80395.308,7.50726566439443,415.724449981094,29.257045475768,6.78599518204,139293479218.573,0.702809389307368,10709000.0,0.837625766852525
GRC,1997,3789.4,0.724130747647847,13400.0,121.396927521485,2257.62772571216,84572.021,7.84745485756704,421.97254123094,29.1790943676348,7.05886217244,135887062273.805,0.632972379651067,10777000.0,0.767607243029455
GRC,1999,3667.8,0.422073122336667,12760.0,120.055285624304,2363.44298447119,86636.542,7.96072241109988,404.37903902058196,29.1075990076266,7.18042920956,134407989985.084,0.442030344665279,10883000.0,0.576303638789718
GRC,2000,3899.7,0.862865944892774,12560.0,121.008074224254,2480.99973968356,91616.328,8.39170863757779,409.29649666704296,29.1224111933503,7.29469167473,125558321824.212,0.317008177892125,10917482.0,0.450435108182168
GTM,1991,1810.0,0.964268128998735,990.0,150.359245783176,507.428249514187,5053.126,0.553398017848475,163.980836032021,8.84912071814443,25.9599151584,9406097461.10555,2.30379611151021,9131088.0,3.27232668495656
GTM,1992,1839.5,0.90126828249559,1050.0,149.850111732501,518.034741089744,6017.547,0.643923305507788,186.265459869586,8.70468361595826,25.9636031051,10440842291.647,2.31704969068233,9345130.0,3.27628965982629
GTM,1993,1813.2,1.25000626972609,1170.0,143.345229460998,503.192145261925,5658.181,0.591577081711244,168.523601411992,8.56209860327243,25.9635413156,11399942820.3849,2.32103988738208,9564571.0,3.27116579979609
GTM,1994,1893.7,0.502186083852676,1260.0,145.045244734687,517.591643233891,6838.955,0.698687839461953,195.794020233271,8.43825128081694,25.9701388813,12983235118.703,2.31204094130128,9788284.0,3.25322435953596
GTM,1995,1911.0,0.513068303392195,1390.0,146.073675937058,534.636357509604,7165.318,0.71541039420708,195.464869939248,8.37711886617727,27.2851288685,14656917900.1721,2.29652054681746,10015675.0,3.22892823432979
GTM,1996,1784.1,0.48727694084892,1480.0,146.9457383766,541.265547245777,6651.938,0.64919573443587,176.247217346535,8.3181662606553,28.3960057642,15781579950.4132,2.27778888903096,10246429.0,3.20158298752458
GTM,1997,1490.1,0.474459646279252,1580.0,148.143144899656,556.717039473778,7598.024,0.724897498119308,192.896188704396,8.26004637688349,28.8838889739,17788657193.8986,2.26839748751193,10481515.0,3.18373568616065
GTM,1998,1679.7,3.46917278758391,1670.0,151.165765005921,583.002538245744,8753.129,0.816283063732928,211.652687073812,8.20161680043017,28.967990341,19393672243.9406,2.27920992737497,10723154.0,3.18624562437139
GTM,1999,1737.1,0.844020553740935,1710.0,160.409698491595,627.750399706077,8929.145,0.813640378797253,207.910354026958,8.14067284752377,29.005147223,18317089473.0904,2.31521225255083,10974314.0,3.21409470939414
GTM,2000,1772.8,1.19177422376467,1730.0,159.375928556638,631.101384600886,9915.568,0.8823955573595,222.836797287903,8.07622891348934,29.030616548,19290566570.0483,2.3663441736561,11237101.0,3.25721866256704
HND,1991,1316.6,1.69791898935525,620.0,178.882592962367,477.518195813953,2698.912,0.536899998667155,201.12754815418901,11.8632907373475,13.6007430006,3068462060.1236,2.77407591080524,5026843.0,3.76173826039644
