country,year,co2_ttl,co2_per_cap,prot_area_perc,gdp,under_5_mort_rate,pop_growth_perc,pop,urb_pop_growth_perc,urb_pop
ARE,1997,41646.119,15.9465306841374,0.305764345027,51209479652.5882,14.6,5.41374869098421,2611610.0,5.26033521164939,2041234.376
ARE,1998,81495.408,29.5755749325802,0.306298373383,48500477900.0416,13.8,5.36309362156203,2755497.0,5.20944442360036,2150389.8588
ARE,1999,78374.791,27.053421805306,0.306298373383,55193466518.727,13.1,5.00910101098579,2897038.0,4.85521536892271,2257372.0096
ARE,2000,112562.232,37.1064994094263,0.306298373383,70591424755.7073,12.4,4.60252658070717,3033491.0,4.44840376571377,2360055.998
ARG,1991,117021.304,3.5360727831825,4.77246763254,189719989668.103,25.8,1.37259321757337,33093579.0,1.76263615785648,28903931.8986
ARG,1992,121447.373,3.62096868568039,5.06085528202,228779382768.151,24.9,1.34001664936678,33540023.0,1.72854416359586,29407892.1664
ARG,1993,118609.115,3.49034762044121,5.15629018214,236753563469.871,24.2,1.30925604768848,33982035.0,1.69627986601246,29910987.207
ARG,1994,123350.546,3.58365149781153,5.23538637053,257439956992.0,23.4,1.28160147234638,34420352.0,1.6671331892435,30413823.0272
ARG,1995,122547.473,3.51590619581147,5.26006499633,258031878144.0,22.7,1.25531720304236,34855160.0,1.6393682794041,30916526.92
ARG,1996,129217.746,3.66189622823494,5.34910834397,272149757952.0,22.0,1.2316637089186,35287113.0,1.5468373151548,31398473.1474
ARG,1997,134677.909,3.77091353030549,5.41982058393,292858888192.0,21.2,1.2050954181573,35714929.0,1.51927880048009,31879145.6254
ARG,1998,137673.848,3.81002385467109,5.41982795111,298948362240.0,20.6,1.16832367490488,36134642.0,1.48152303607446,32354958.4468
ARG,1999,145488.225,3.98150323024565,5.41982795111,283523022848.0,20.0,1.11836940791219,36541029.0,1.43059089258941,32821152.2478
ARG,2000,141076.824,3.8200410395587,5.41984898995,284203745280.0,19.6,1.06077156909112,36930709.0,1.37202126456115,33274568.809
ARM,1992,3681.668,1.06716870438326,6.93071782749,1272577521.7683,50.5,-1.78433577198332,3449940.0,-2.14179817227927,2312149.788
ARM,1993,2929.933,0.869320101959041,6.93072613458,1201313196.45626,48.2,-2.33334188556933,3370373.0,-2.6920866649349,2250735.0894
ARM,1994,2966.603,0.901555063910483,6.93073422608,1315158670.47971,46.0,-2.39717356845828,3290540.0,-2.75720996097605,2189525.316
ARM,1995,3490.984,1.08308924156414,6.93074237822,1468317350.02343,43.4,-2.06854069559278,3223173.0,-2.42987803544419,2136963.699
ARM,1996,2607.237,0.821905721135432,6.93075065162,1596968913.19202,41.3,-1.59456531948782,3172185.0,-1.95721304240514,2095545.411
ARM,1997,3278.298,1.04576379753199,6.93075893514,1639492424.38103,39.1,-1.18437647797568,3134836.0,-1.54834412272065,2063349.0552
ARM,1998,3406.643,1.09570033266851,6.93076727928,1893726437.35976,37.3,-0.824324323789412,3109101.0,-1.18962153365859,2038948.4358
ARM,1999,3058.278,0.98953415232652,6.93076727928,1845482181.48539,35.3,-0.59606046092202,3090624.0,-0.962696985279817,2019413.7216
ARM,2000,3465.315,1.12652945387306,6.93076727928,1911563665.39006,33.3,-0.471110157597691,3076098.0,-0.839095853437766,2002539.798
ATG,1991,293.36,4.67476176817414,6.44131352871,410388899.418937,24.8,0.883516743115603,62754.0,0.0894116058343403,22039.2048
ATG,1992,293.36,4.59797498511018,6.4435604574,423762955.479039,23.8,1.65622168216034,63802.0,0.855760003898972,22228.6168
ATG,1993,308.028,4.72160397314449,6.58704012039,456537023.048377,22.4,2.22575834218779,65238.0,1.41883753734307,22546.2528
